"id","categorie","type_cancer","sous_type","stade","titre","contenu","protocole","effets_secondaires","mots_cles","scenario_patient","reference","est_synthetique","date_creation"
"PDF-004","suivi","prostate","adénocarcinome prostatique","tout stade","Suivi post-thérapeutique du cancer de la prostate","Le suivi du cancer de la prostate repose principalement sur la cinétique du PSA. Après prostatectomie radicale : PSA indétectable (<0,1 ng/mL) attendu. Une élévation confirmée >=0,2 ng/mL signe une récidive biochimique. Après radiothérapie (curative) : critère de rechute Phoenix = nadir PSA + 2 ng/mL. Après hormonothérapie (LHRH analogue / antiandrogènes) : surveillance de la testostéronémie (<0,5 ng/mL = castration efficace), du PSA tous les 3–6 mois. La résistance à la castration (CRPC) est définie par progression biologique ou radiologique malgré testostéronémie castrée. Surveillance des complications de l'hormonothérapie : ostéoporose (DMO, bisphosphonates), syndrome métabolique, troubles cognitifs, risque cardiovasculaire. TEP-choline ou PSMA-TEP en cas de récidive biochimique pour localiser la récidive. Suivi psychologique et sexologique pour la qualité de vie post-thérapeutique.","","ostéoporose; syndrome métabolique; troubles cognitifs; bouffées de chaleur","prostate; PSA; rechute biochimique; CRPC; PSMA-TEP; hormonothérapie; castration","Homme 70 ans, adénocarcinome prostatique Gleason 8 (4+4), stade T3b N0 M0. Traitement : radiothérapie externe 78 Gy + hormonothérapie (LHRH analogue) 2 ans. Suivi à M30 : PSA nadir = 0,08 ng/mL. M42 : PSA = 2,5 ng/mL (nadir + 2,42 = rechute Phoenix). PSMA-TEP : métastases ganglionnaires iliaques communes. Décision : hormonothérapie longue durée (enzalutamide) + poursuite LHRH analogue.","EAU Guidelines Prostate Cancer 2024 ; Manuel de Cancérologie SMC 2017","True","2026-05-03"
"PDF-005","suivi","thyroide","carcinome différencié de la thyroïde","tout stade","Suivi post-thérapeutique du cancer différencié de la thyroïde","Le suivi du cancer différencié de la thyroïde (CDT) repose sur le dosage de la thyroglobuline (Tg) et l'échographie cervicale. Après thyroïdectomie totale et iode radioactif (IRA) : Tg stimulée (sous rh-TSH ou sevrage) à 6–12 mois pour évaluer la réponse. Tg sur TSH supprimée tous les 6–12 mois en entretien. Critères de rémission complète (ATA 2015) : Tg indétectable + anti-Tg négatifs + échographie normale. La surveillance par Tg est rendue difficile si anti-Tg positifs (interférence) : suivi par cinétique des anti-Tg. TEP-FDG indiqué si Tg élevée et scintigraphie corps entier (SCE) négative (cancer dédifférencié). Objectifs TSH selon risque ATA : bas risque = 0,5–2 mUI/L ; intermédiaire = 0,1–0,5 ; haut risque = <0,1 mUI/L (freinage actif). Inhibiteurs de tyrosine kinase (lénvatinib, sorafénib) si CDT métastatique réfractaire.","","hypothyroïdie si freinage insuffisant; ostéoporose si freinage excessif","thyroïde; thyroglobuline; anti-Tg; IRA; rh-TSH; TEP-FDG; freinage TSH","Femme 38 ans, carcinome papillaire thyroïdien 2,5 cm avec emboles vasculaires, N1a. Thyroïdectomie totale + curage central. IRA 3,7 GBq. Tg stimulée à M12 = 0,4 ng/mL (réponse biochimique incomplète). Échographie : ganglion latérocervical 8mm. Cytoponction : métastase. 2e dose IRA 5,5 GBq. Tg à M24 indétectable. Anti-Tg négatifs. Rémission complète. Freinage modéré TSH 0,3 mUI/L.","ATA Guidelines 2015 ; ETA Guidelines 2019 ; Guide AMFROM 2024","True","2026-05-03"
"PDF-006","suivi","melanome","mélanome cutané","tout stade","Suivi post-thérapeutique du mélanome cutané","Le suivi du mélanome est clinique et radiologique, adapté au stade. Stades I–II : examen clinique (peau entière + ganglions) tous les 3–6 mois pendant 5 ans, puis annuel. Pas d'imagerie systématique pour les stades IA–IB. Stades IIB–IIC : scanner TAP + TEP tous les 6 mois pendant 3 ans. Stade III (ganglionnaire) après thérapie adjuvante (pembrolizumab ou dabrafénib + tramétinib) : scanner TAP tous les 3–6 mois pendant 3 ans. Surveillance NFS, bilan hépatique, TSH. Stade IV : évaluation de la réponse par scanner/IRM selon les critères iRECIST (critères adaptés à l'immunothérapie). Toxicités immunes à surveiller : vitiligo (bon pronostic sous ICI), uvéite, hypophysite, myocardite (urgence). Auto-examen mensuel enseigné au patient. Photoprotection stricte à vie.","","vitiligo; uvéite; hypophysite; myocardite immune","mélanome; suivi; pembrolizumab; BRAF; TEP; iRECIST; immunothérapie; photoprotection","Femme 45 ans, mélanome dos stade IIIC (N2c) BRAF V600E+. Exérèse large + curage. Adjuvant : dabrafénib 150mg x2/j + tramétinib 2mg/j pendant 12 mois. Suivi M6 : scanner thoracique — 2 nodules pulmonaires 7mm. TEP-TDM : fixation modérée. Biopsie : métastases mélanome. Passage en stade IV. Traitement : pembrolizumab 200mg IV/3 semaines. Réponse partielle à M6 (critères iRECIST).","ESMO Guidelines Melanoma 2023 ; Guide AMFROM 2024","True","2026-05-03"
"PDF-007","suivi","estomac","adénocarcinome gastrique","tout stade","Suivi post-thérapeutique du cancer de l'estomac","Le suivi post-thérapeutique du cancer gastrique après chirurgie curatrice (gastrectomie totale ou partielle) comprend : examen clinique + NFS + bilan nutritionnel tous les 3 mois pendant 2 ans, puis tous les 6 mois jusqu'à 5 ans. Scanner TAP tous les 6 mois pendant 2 ans (stades II–III). Supplémentation systématique en vitamine B12 (IM mensuelle à vie), folates, fer, calcium et vitamine D après gastrectomie totale. Surveillance du syndrome de chasse (dumping) et de l'hypoglycémie réactionnelle. Après chimiothérapie périopératoire (FLOT ou FOLFOX) : surveillance NFS pour anémie. En cas de HER2+ (IHC 3+ ou FISH amplifié) : trastuzumab en 1re ligne métastatique. Immunothérapie (nivolumab) si PD-L1 CPS >=5 en 1re ligne avancée (CheckMate-649). Endoscopie de contrôle uniquement si anastomose suspecte.","","carence B12; dumping syndrome; anémie; hypoglycémie réactionnelle","estomac; gastrectomie; vitamine B12; dumping; HER2; FLOT; nivolumab; suivi","Homme 59 ans, adénocarcinome gastrique antral T3N2M0. Chimiothérapie périopératoire FLOT 4+4 cycles + gastrectomie totale. Suivi M6 : amaigrissement 8 kg, asthénie. Bilan : B12=95 pg/mL (effondrée), hémoglobine=9,8 g/dL. Injection B12 IM mensuelle débutée. Supplémentation orale en fer + folates. Conseils diététiques (fractionnement des repas, éviter les sucres rapides). Amélioration clinique à M9.","ESMO Gastric Cancer Guidelines 2022 ; Manuel de Cancérologie SMC 2017","True","2026-05-03"
"PDF-008","diagnostic","general","épidémiologie et recherche oncologique au Maroc","tout stade","État de la recherche scientifique en oncologie au Maroc — Analyse bibliométrique IMIST 2010","L'Institut Marocain de l'Information Scientifique et Technique (IMIST/CNRST) a réalisé en 2010 une étude bibliométrique sur la production scientifique marocaine en oncologie indexée dans Scopus. L'analyse couvre la période 1967–2010 et recense 3368 publications. Trois phases d'évolution sont identifiées : (1) 1978–1989 : production faible, environ 7 publications/an (total 86) ; (2) 1990–1996 : accélération, ~37 publications/an (total 257) ; (3) 1997–2010 : forte croissance, ~216 publications/an (total 3025). Entre 2000 et 2010, 2615 documents ont été publiés, principalement des articles scientifiques (2201). Les langues dominantes sont le français (1494 publications) et l'anglais (1164). Sur le plan disciplinaire : Health science (2192), Life science (923), Physical science (454), Social science (13 — très faible). Le Maroc occupe la 4e place africaine en oncologie (derrière Afrique du Sud, Égypte, Tunisie). La co-publication internationale est dominée par la France (464 co-publications 2000–2010), suivie de l'Espagne (92), l'Algérie (37), la Tunisie (34). Le total de citations reçues (1989–2007) est de 12206 pour 2279 publications, soit ~5 citations par publication.","","","Maroc; bibliométrie; Scopus; IMIST; production scientifique; oncologie; co-publication; citations","Contexte institutionnel : atelier CNRST-Association Lalla Salma 2010. Recherche en cancérologie marocaine en forte croissance depuis 1997. Principaux défis identifiés : faible représentation des sciences sociales (13 publications seulement), prédominance des publications francophones mais impact (citations) plutôt dans les revues anglophones. Recommandation : renforcer les partenariats internationaux et la recherche translationnelle.","IMIST/CNRST — Étude de veille sur l'oncologie au Maroc, 27/10/2010","False","2026-05-03"
"PDF-009","suivi","general","perception sociale et communication sur le cancer","tout stade","Perception du cancer par les Marocains — Veille opinion Web 2.0 (IMIST 2010)","Une veille d'opinion basée sur les outils du Web 2.0 (Facebook, forums de discussion, blogs) a été conduite par l'IMIST en 2010 pour analyser la perception du cancer chez les Marocains. Répartition des messages par plateforme : forums de discussion (70%), réseaux sociaux (28%), blogs (2%). Évolution temporelle : hausse continue de 2005 à 2007 (63 messages), baisse en 2009 (28), puis reprise en 2010 (80 messages). Nature des messages : information générale (29%), demande d'information (18%), partage d'expérience/conseils (14%), soutien (13%), avancée scientifique (10%), conseil (11%), demande d'aide (5%). Sentiment dominant : 78% de messages neutres (généraux), 12% pessimistes, 10% optimistes. Types de cancer les plus évoqués : sein (54%), utérus (18%), cerveau (10%), digestif (7%), prostate (3%), autres (8%). Ces résultats soulignent la prédominance des cancers féminins dans le discours social marocain et la nécessité de renforcer la communication institutionnelle sur tous les types de cancers, notamment prostate, colorectal et poumon.","","","perception; cancer; Maroc; Web 2.0; réseaux sociaux; forums; sein; utérus; opinion","Contexte de santé publique : faible littératie en santé oncologique au Maroc en 2010. Le cancer du sein représente plus de la moitié des discussions en ligne. Manque visible d'information sur les cancers masculins (prostate: 3% des messages). Recommandation clinique : intégrer les données de perception dans les stratégies de prévention, dépistage et accompagnement psychosocial des patients marocains.","IMIST/CNRST — Étude de veille sur l'oncologie au Maroc, 27/10/2010","False","2026-05-03"
"PDF-010","diagnostic","ovaire","carcinome séreux de haut grade","tout stade","Diagnostic et bilan d'extension du cancer de l'ovaire","Le cancer de l'ovaire est souvent diagnostiqué à un stade avancé (75% au stade III–IV) en raison de l'absence de symptômes précoces spécifiques. Signes cliniques : distension abdominale, douleurs pelviennes, syndrome de compression pelvienne, ascite. Marqueurs biologiques : CA-125 (élevé dans 80% des carcinomes épithéliaux ; peu spécifique en préménopause), HE4 (plus spécifique), algorithme ROMA (Risk of Ovarian Malignancy). Imagerie : échographie pelvienne endovaginale (1re intention), scanner TAP injecté (évaluation de l'extension péritonéale et ganglionnaire), IRM si doute diagnostique. Types histologiques : séreux de haut grade (CSHG, 70%), endométrioïde, à cellules claires, mucineux, séreux de bas grade (CSBG). Test BRCA1/2 et panel multigénique systématiques (importance théranostique pour les inhibiteurs de PARP en maintenance).","","","ovaire; CA-125; HE4; ROMA; BRCA; carcinome séreux; ascite; PARP","Femme 55 ans, distension abdominale progressive + dyspnée. CA-125 = 1240 UI/mL, HE4 élevé. Échographie : masse ovarienne droite 12 cm + ascite abondante. Scanner TAP : carcinose péritonéale diffuse, épanchement pleural droit. Stade FIGO IVB. Biopsie écho-guidée d'un nodule péritonéal : adénocarcinome séreux de haut grade. Test BRCA1 : mutation pathogène délétère. Décision : chimiothérapie néoadjuvante (carboplatine-paclitaxel 3 cycles) + chirurgie d'intervalle + 3 cycles adjuvants + maintenance olaparib.","ESMO Guidelines Ovarian Cancer 2023 ; Guide AMFROM 2024","True","2026-05-03"
"PDF-011","suivi","sarcome_osseux","ostéosarcome / sarcome d'Ewing","tout stade","Suivi post-thérapeutique des sarcomes osseux","Le suivi des sarcomes osseux primitifs (ostéosarcome, sarcome d'Ewing) nécessite une surveillance rapprochée en raison du risque élevé de rechute pulmonaire et locale. Radiographie et scanner de la loge opératoire tous les 3 mois pendant 2 ans, puis tous les 6 mois jusqu'à 5 ans. Scanner thoracique tous les 3 mois pendant 2 ans (dépistage des métastases pulmonaires). IRM de la loge opératoire annuelle si reconstruction prothétique. Surveillance orthopédique : contrôle des prothèses de reconstruction (descellement, infection). Toxicités tardives de la chimiothérapie (cisplatine, adriamycine, méthotrexate haute dose) : cisplatine : surdité (audiogramme annuel), néphrotoxicité (créatinine, protéinurie) ; adriamycine : cardiotoxicité (échocardiographie annuelle) ; méthotrexate HD : hépatotoxicité (bilan hépatique), néphrotoxicité. Pour le sarcome d'Ewing irradié : risque de sarcome radio-induit secondaire. Suivi psychologique indispensable chez l'enfant et l'adolescent (impact sur la croissance, la scolarité, l'image corporelle).","","surdité; cardiotoxicité; néphrotoxicité; sarcome radio-induit","sarcome osseux; ostéosarcome; Ewing; suivi; méthotrexate; adriamycine; prothèse; toxicité","Adolescent de 16 ans, ostéosarcome tibial proximal traité par chimiothérapie préopératoire (carboplatine + ifosfamide + adriamycine) + résection-reconstruction prothétique + chimiothérapie adjuvante. Suivi M18 : audiogramme : perte 30 dB haute fréquence bilatérale (ototoxicité cisplatine). Échocardiographie : FEVG 56% (légère diminution). Scanner thoracique M24 : 2 nodules millimétriques. TEP-TDM : non fixants. Surveillance rapprochée.","EuroEWING 2012 ; ESMO Bone Sarcomas Guidelines 2021 ; Manuel SMC 2017","True","2026-05-03"
"PDF-012","suivi","pancreas","adénocarcinome pancréatique","tout stade","Suivi post-thérapeutique du cancer du pancréas","Le cancer du pancréas présente le plus mauvais pronostic parmi les cancers digestifs (survie à 5 ans <10%). Le suivi après chirurgie curatrice (duodénopancréatectomie céphalique — DPC ou splénopancréatectomie gauche) comprend : scanner TAP tous les 3 mois pendant 2 ans, puis tous les 6 mois jusqu'à 5 ans. CA 19-9 à chaque consultation (marqueur de suivi si initialement élevé). Bilan nutritionnel : surveillance du poids, glycémie, HbA1c (diabète pancréatogène), et supplémentation en enzymes pancréatiques (CREON) à vie. Après chimiothérapie adjuvante (FOLFIRINOX modifié, 6 mois) : NFS + bilan hépatique pour surveillance hématologique. La rechute est souvent précoce (médiane 12–18 mois) et principalement hépatique ou péritonéale. En cas de mutation BRCA1/2 ou PALB2 : olaparib en maintenance après chimiothérapie à base de platine (POLO trial). Soins palliatifs précoces recommandés dès le stade avancé.","","diabète pancréatogène; insuffisance exocrine; dénutrition","pancréas; DPC; CA19-9; FOLFIRINOX; enzymes pancréatiques; BRCA; olaparib; suivi","Femme 61 ans, adénocarcinome céphalique pancréatique T2N1M0. DPC (Whipple). Chimiothérapie adjuvante : FOLFIRINOX modifié 12 cycles (6 mois). Suivi M9 : CA 19-9 en hausse (48 à 210 U/mL). Scanner : métastases hépatiques multiples. BRCA2 germinal muté. Gemcitabine + cisplatine 6 cycles avec réponse partielle. Olaparib maintenance débuté.","ESMO Pancreatic Cancer Guidelines 2023 ; POLO Trial NEJM 2019","True","2026-05-03"
"PROTO-001","traitement","sein","HER2 positif localisé","II-III","Protocoles néo-adjuvants et adjuvants du cancer du sein HER2+ — Guide AMFROM 2024","Le double blocage HER2 par Pertuzumab + Trastuzumab est le standard néo-adjuvant depuis l'étude NeoSphere. Les anticorps monoclonaux ne doivent pas être administrés concomitamment aux anthracyclines. Protocoles néo-adjuvants de référence : (1) 3-4 cycles EC100 (Epirubicine 100mg/m² + Cyclophosphamide 500mg/m² J1) suivis de 3-4 cycles Docétaxel 100mg/m² J1 toutes les 21j + Trastuzumab 8mg/kg (C1) puis 6mg/kg/21j + Pertuzumab 840mg (C1) puis 420mg/21j (3-4 cycles débutés avec 1er cycle de Docétaxel). (2) 4 AC60 (Doxorubicine 60mg/m² + Cyclophosphamide 600mg/m²) + 12 Paclitaxel hebdomadaire 80mg/m² + Trastuzumab + Pertuzumab. (3) 6 cycles Docétaxel 75mg/m² + Carboplatine AUC6 + Trastuzumab + Pertuzumab. En post-néoadjuvant : si pCR → Trastuzumab +/- Pertuzumab pour compléter 18 cycles ; si non-pCR → TDM-1 (Trastuzumab emtansine) pour compléter 18 cycles (étude Katherine, AMM au Maroc). Protocoles adjuvants (sans néo-adjuvant) : EC100 puis Docétaxel + Trastuzumab +/- Pertuzumab 18 cycles ; Schéma Tolaney : 12 Paclitaxel hebdo 80mg/m² + Trastuzumab 1 an (petites tumeurs T<2cm N0). Pertuzumab en adjuvant haut risque (N+) selon étude Aphinity — AMM Maroc. Neratinib 240mg/j × 1 an en adjuvant prolongé (AMM Maroc).","{""neo_adjuvant"": [""EC100 x3-4 puis Docétaxel 100mg/m² + Trastuzumab 8→6mg/kg + Pertuzumab 840→420mg (J1=J21)"", ""AC60 x4 + Paclitaxel hebdo 80mg/m² x12 + Trastuzumab + Pertuzumab"", ""Docétaxel 75mg/m² + Carboplatine AUC6 + Trastuzumab + Pertuzumab x6""], ""post_neo_adjuvant"": [""pCR: Trastuzumab +/- Pertuzumab pour 18 cycles totaux"", ""non-pCR: TDM-1 3,6mg/kg J1=J21 pour 18 cycles totaux""], ""adjuvant_sans_neo"": [""EC100 x3-4 puis Docétaxel + Trastuzumab +/- Pertuzumab 18 cycles"", ""Schéma Tolaney: Paclitaxel 80mg/m² hebdo x12 + Trastuzumab 1 an (T<2cm N0)""]}","cardiotoxicité (FEVG, CI anthracyclines + anti-HER2); neuropathie periph (taxanes); diarrhée (Neratinib)","HER2; Trastuzumab; Pertuzumab; TDM-1; pCR; Neratinib; AMFROM 2024; néoadjuvant","Femme 46 ans, carcinome canalaire infiltrant sein gauche T2N2M0, HER2 IHC 3+, RH-, SBR III. Néo-adjuvant : EC100 x4 puis Docétaxel + Trastuzumab + Pertuzumab x4. Chirurgie (mastectomie + curage). Résidu tumoral : ypT1aN1. Non-pCR → TDM-1 adjuvant 14 cycles. Radiothérapie pariétale + ganglionnaire. Surveillance cardiaque trimestrielle (FEVG de base 64%). À M12 FEVG 60% — poursuite TDM-1.","Guide AMFROM 2024, 6ème édition — Cancers du sein I.A","True","2026-05-04"
"PROTO-002","traitement","sein","triple négatif métastatique","métastatique","Protocoles thérapeutiques du cancer du sein triple négatif métastatique — AMFROM 2024","La prise en charge du CSTN métastatique repose sur la chimiothérapie +/- immunothérapie, Bevacizumab ou sels de platine. Pembrolizumab (anti-PD1) : AMM Maroc pour CSTN PD-L1 CPS ≥ 10, rechute ≥ 6 mois. Étude Keynote-355 : amélioration PFS (9,7 vs 5,6 mois) et SG (23 vs 16,1 mois) dans CPS ≥10. Inhibiteurs de PARP : Olaparib et Talazoparib — AMM Maroc — pour les patientes BRCA muté her2-, en 1ère à 3ème ligne. BRCA testing obligatoire chez toutes les CSTN. Anticorps conjugué : Sacituzumab govitecan (anti-Trop2) au-delà de la 2ème ligne — efficace en CSTN mais pas d'AMM Maroc. Trastuzumab-Deruxtecan dans les HER2-low (IHC 1+ ou 2+ sans amplification). Protocoles recommandés par contexte : Immuno (CPS≥10) : Pembrolizumab 200mg J1/3sem + Paclitaxel 90mg/m² J1,J8,J15/4sem ou + Gemcitabine 1000mg/m² + Carboplatine AUC2 J1,J8/3sem. Anthracyclines : AC60 ou EC100 tous les 21j. Taxanes : Docétaxel 75-100mg/m² ou Paclitaxel hebdo 80mg/m². Bevacizumab 10mg/kg J1,J15 + Paclitaxel 80mg/m² J1,J8,J15/28j (1ère ligne). Anti-PARP : Talazoparib 1mg/j per os ou Olaparib 300mg x2/j en continu (BRCA muté).","{""immuno_CPS10"": [""Pembrolizumab 200mg J1/21j + Paclitaxel 90mg/m² J1,J8,J15/28j"", ""Pembrolizumab 200mg J1/21j + Gemcitabine 1000mg/m² + Carboplatine AUC2 J1,J8/21j""], ""chimio_anthracyclines"": [""AC60 (Doxo 60mg/m² + CPM 600mg/m²) J1=J21"", ""EC100 (Epi 100mg/m² + CPM 500mg/m²) J1=J21""], ""chimio_taxanes"": [""Docétaxel 75-100mg/m² J1=J21"", ""Paclitaxel 80mg/m² hebdo"", ""Bevacizumab 10mg/kg J1,J15 + Paclitaxel 80mg/m² J1,J8,J15/28j""], ""PARP"": [""Talazoparib 1mg/j per os (BRCA muté)"", ""Olaparib 300mg x2/j en continu (BRCA muté)""]}","neutropénie; nausées/vomissements; alopécie; diarrhée (Olaparib); anémie","CSTN; triple négatif; Pembrolizumab; CPS; PD-L1; Olaparib; BRCA; Talazoparib; métastatique","Femme 52 ans, CSTN métastatique avec rechute hépatique 14 mois après fin de chimiothérapie adjuvante. PD-L1 CPS=22 (positif ≥10). BRCA1 muté germinal. 1ère ligne : Pembrolizumab + Paclitaxel hebdo. Réponse partielle à M4 (−65% des lésions hépatiques). Progression à M12. 2ème ligne : Olaparib 300mg x2/j (BRCA+). SSP sous Olaparib : 9 mois. 3ème ligne : Carboplatine AUC5 monothérapie.","Guide AMFROM 2024, 6ème édition — Cancers du sein II.B","True","2026-05-04"
"PROTO-003","traitement","GIST","toutes situations","tout stade","Protocoles thérapeutiques des GIST — Guide AMFROM 2024","Les GIST sont des tumeurs chimiorésistantes dont le traitement repose sur les inhibiteurs de tyrosine kinase ciblant KIT et PDGFRA. Situation localisée : résection chirurgicale R0 en monobloc (seul traitement curatif). Imatinib adjuvant 400mg/j (AMM Maroc 2009 pour GIST cKit+/CD117 à haut risque) : 3 ans si haut risque (classification de Miettinen, supérieure à Joensuu pour l'évaluation). Pas d'imatinib adjuvant si mutation PDGFRA D842V exon 18, GIST SDH-déficiente, GIST NF1-associée. Situation localement avancée (chirurgie R0 impossible/mutilante) : imatinib néo-adjuvant 6-12 mois jusqu'à réponse maximale puis chirurgie. Mutation exon 11 : 400mg/j ; mutation exon 9 : 800mg/j. Situation métastatique : 1ère ligne — Imatinib 400mg/j en continu (800mg/j si mutation exon 9 connue). Progression sous 400mg : vérifier observance et augmenter à 800mg/j. 2ème ligne — Sunitinib 50mg/j 4sem/6 ou 37,5mg/j en continu (AMM après échec Imatinib). 3ème ligne — Régorafenib 160mg/j. Option : Sorafenib ou réintroduction Imatinib. Avapritinib : GIST avec mutation PDGFRA D842V (taux réponse 91%). Ripretinib : 4ème ligne. Larotrectinib : GIST avec fusion NTRK (sans mutation KIT/PDGFRA).","{""adjuvant_localise"": [""Imatinib 400mg/j pendant 3 ans (haut risque)"", ""Imatinib 400mg/j pendant 1-3 ans (risque intermédiaire, option)""], ""neoadjuvant"": [""Imatinib 400mg/j (exon 11)"", ""Imatinib 800mg/j (exon 9)""], ""metastatique_1L"": [""Imatinib 400mg/j en continu (800mg/j si exon 9)""], ""metastatique_2L"": [""Sunitinib 50mg/j 4sem/6 ou 37,5mg/j continu""], ""metastatique_3L"": [""Régorafenib 160mg/j"", ""Sorafenib"", ""Réintroduction Imatinib""]}","oedèmes périphériques; nausées; fatigue; anémie; toxicité cardiaque (Sunitinib)","GIST; Imatinib; Sunitinib; Régorafenib; KIT; PDGFRA; D842V; Avapritinib; Miettinen","Homme 58 ans, GIST gastrique 8cm, index mitotique 7/50HPF, mutation exon 11 KIT. Résection R0. Classification Miettinen : haut risque. Imatinib adjuvant 400mg/j pendant 3 ans. Rechute hépatique à M42 (6 mois après fin adjuvant). Imatinib 400mg/j repris. Réponse partielle à M6 (-45%). Progression à M24 sous Imatinib 800mg/j. Passage en 2ème ligne : Sunitinib 37,5mg/j en continu. SSP sous Sunitinib : 11 mois.","Guide AMFROM 2024, 6ème édition — Cancers digestifs I (GIST)","True","2026-05-04"
"PROTO-004","traitement","poumon","CPNPC localisé et métastatique","tout stade","Protocoles thérapeutiques du CPNPC — Guide AMFROM 2024","Stades localisés/localement avancés (chirurgie + adjuvant) : Adjuvant standard : 4 cycles Vinorelbine 25mg/m² J1,J8 + Cisplatine 80mg/m² tous les 21j (méta-analyse LACE). Options : Paclitaxel 220mg/m² J1 + Carboplatine AUC6 (fragiles) ; Cisplatine 75mg/m² + Pemetrexed 500mg/m² (non-épidermoïdes, sans mutation EGFR). En adjuvant ciblé : Osimertinib 80mg/j × 3 ans si EGFR muté (Del19/L858R) stades IB-IIIA (étude ADAURA, AMM Maroc). Radiothérapie concomitante : Vinorelbine 15mg/m² J1,J8 + Cisplatine 75mg/m²/21j. Post-RCC : Durvalumab 10mg/kg J1-J15 × 1 an (bénéfice SG démontré — disponibilité Maroc limitée). Stade métastatique sans driver oncogénique : Si PD-L1 ≥50% : Pembrolizumab 200mg J1=J21 × 2 ans ou Atezolizumab 1200mg/J1=J21. Tous statuts PD-L1 : Pembrolizumab + Pemetrexed + platine (non-épidermoïdes) ou Pembrolizumab + Paclitaxel + Carboplatine (épidermoïdes). Sans immunothérapie : Vinorelbine + Cisplatine (épidermoïdes) ou Paclitaxel + Carboplatine +/- Bevacizumab (non-épidermoïdes). EGFR muté 1ère ligne : Osimertinib 80mg/j (standard, étude FLAURA). ALK réarrangé : Alectinib 600mg x2/j (supérieur à Crizotinib, étude ALEX). 2ème ligne WT : Atezolizumab 1200mg/21j ou Docétaxel 75mg/m²/21j (si CI immunothérapie).","{""adjuvant_localisé"": [""Vinorelbine 25mg/m² J1,J8 + Cisplatine 80mg/m² J1=J21 x4"", ""Osimertinib 80mg/j x3 ans (EGFR muté stades IB-IIIA)""], ""RCC_concomitante"": [""Vinorelbine 15mg/m² J1,J8 + Cisplatine 75mg/m² J1=J21""], ""metastatique_1L_sans_driver"": [""PDL1≥50%: Pembrolizumab 200mg J1=J21"", ""Tous PDL1: Pembrolizumab + Pemetrexed 500mg/m² + Cisplatine 75mg/m² (non-épi)"", ""Non-épi sans ICI: Paclitaxel 175mg/m² + Carboplatine AUC5 +/- Bevacizumab 15mg/kg""], ""metastatique_EGFR"": [""Osimertinib 80mg/j (standard)"", ""Erlotinib/Gefitinib/Afatinib (options)""], ""metastatique_ALK"": [""Alectinib 600mg x2/j"", ""Brigatinib/Lorlatinib (options)""], ""2eme_ligne"": [""Atezolizumab 1200mg/21j"", ""Docétaxel 75mg/m²/21j (si CI ICI)"", ""Pemetrexed 500mg/m²/21j (non-épi)""]}","neutropénie (platine/Vinorelbine); pneumopathie immune (ICI); rash cutané (TKI EGFR); oedèmes périphériques (Alectinib)","CPNPC; Osimertinib; EGFR; ALK; Alectinib; Pembrolizumab; PD-L1; Vinorelbine; AMFROM 2024","Femme 60 ans, adénocarcinome pulmonaire droit T3N2M0. Résection (lobectomie supérieure droite + curage). Mutation EGFR exon 19 Del19 confirmée sur pièce opératoire. PD-L1 35%. Adjuvant : Cisplatine + Pemetrexed x4 cycles puis Osimertinib 80mg/j x3 ans. Rechute à M38 : 3 nodules cérébraux + 1 adénopathie médiastinale. T790M négatif sur ctDNA. 2ème ligne : doublet platine-pemetrexed.","Guide AMFROM 2024, 6ème édition — Cancers pulmonaires IV.A","True","2026-05-04"
